video_id,start_ms,end_ms,center_ms,punch_volume
testvideo,31240,31490,31365,0
testvideo,31280,31530,31405,0
testvideo,31320,31570,31445,0
testvideo,31360,31610,31485,0
testvideo,31400,31650,31525,0
testvideo,31440,31690,31565,0
testvideo,31480,31730,31605,0
testvideo,31520,31770,31645,0
testvideo,31560,31810,31685,0
testvideo,31600,31850,31725,0
testvideo,31640,31890,31765,0
testvideo,31680,31930,31805,0
testvideo,31720,31970,31845,0
testvideo,31760,32010,31885,0
testvideo,31800,32050,31925,0
testvideo,31840,32090,31965,0
testvideo,31880,32130,32005,0
testvideo,31920,32170,32045,0
testvideo,31960,32210,32085,0
testvideo,32000,32250,32125,0
testvideo,32040,32290,32165,0
testvideo,32080,32330,32205,0
testvideo,32120,32370,32245,0
testvideo,32160,32410,32285,0
testvideo,32200,32450,32325,0
testvideo,32240,32490,32365,0
testvideo,32280,32530,32405,0
testvideo,32320,32570,32445,0
testvideo,32360,32610,32485,0
testvideo,32400,32650,32525,0
testvideo,32440,32690,32565,0
testvideo,32480,32730,32605,0
testvideo,32520,32770,32645,0
testvideo,32560,32810,32685,0
testvideo,32600,32850,32725,0
testvideo,32640,32890,32765,0
testvideo,32680,32930,32805,0
testvideo,32720,32970,32845,0
testvideo,32760,33010,32885,0
testvideo,32800,33050,32925,0
testvideo,32840,33090,32965,0
testvideo,32880,33130,33005,0
testvideo,32920,33170,33045,0
testvideo,32960,33210,33085,0
testvideo,33000,33250,33125,0
testvideo,33040,33290,33165,0
testvideo,33080,33330,33205,0
testvideo,33120,33370,33245,0
testvideo,33160,33410,33285,0
testvideo,33200,33450,33325,0
testvideo,33240,33490,33365,0
testvideo,33280,33530,33405,0
testvideo,33320,33570,33445,0
testvideo,33360,33610,33485,0
testvideo,33400,33650,33525,0
testvideo,33440,33690,33565,0
testvideo,33480,33730,33605,0
testvideo,33520,33770,33645,0
testvideo,33560,33810,33685,0
testvideo,33600,33850,33725,0
testvideo,33640,33890,33765,0
testvideo,33680,33930,33805,0
testvideo,33720,33970,33845,0
testvideo,33760,34010,33885,0
testvideo,33800,34050,33925,0
testvideo,33840,34090,33965,0
testvideo,33880,34130,34005,0
testvideo,33920,34170,34045,0
testvideo,33960,34210,34085,0
testvideo,34000,34250,34125,0
testvideo,34040,34290,34165,1
testvideo,34080,34330,34205,1
testvideo,34120,34370,34245,1
testvideo,34160,34410,34285,1
testvideo,34200,34450,34325,1
testvideo,34240,34490,34365,1
testvideo,34280,34530,34405,1
testvideo,34320,34570,34445,1
testvideo,34360,34610,34485,1
testvideo,34400,34650,34525,1
testvideo,34440,34690,34565,1
testvideo,34480,34730,34605,1
testvideo,34520,34770,34645,2
testvideo,34560,34810,34685,2
testvideo,34600,34850,34725,2
testvideo,34640,34890,34765,2
testvideo,34680,34930,34805,2
testvideo,34720,34970,34845,2
testvideo,34760,35010,34885,2
testvideo,34800,35050,34925,2
